x,y,playerId,matchId,conversationId,chatTime,pred,p_toxic
end thx <prev> mid too fail hahahaha <PREV> haha,O,Oun,637,2868,2242,I,0.6378221663576235
shit first blood <PREV> ?,O,Kepay,1377,6030,15,E,0.8707914045615543
kek <prev> bh 5ka bh gay <PREV> hard lane tho xd,O,@amk,2580,11006,1054,E,0.6136836102841007
snip back <prev> ez setnry by sniper <PREV> xd,O,SoCold,1628,7121,1097,I,0.743418235530533
cumbak <prev> come back plz ez furion ez furion lol radiant creeps learn taichi lol <PREV> dive i got my ul jug dive jug,O,Ez,489,2137,1529,I,0.6971015093846568
ez ae randoms gold advantage but so stupids hahah see <prev> you are the one who making noise <PREV> no,O,s i c k e n s m e   . ! .,2240,9568,1958,I,0.5929722007489212
ez inv <prev> teamm8 <PREV> gg wp,O,Sir Helow,2716,11591,2156,I,0.5146264441256653
what a shitty way to win we waiting for wd <PREV> ?,O,raiGah!,1084,4871,1972,E,0.6631964855358594
gg <prev> am noob <PREV> 2ioo wa,O,VolDemorT,2771,11796,3550,E,0.5338870449259363
so much fail,O,Joaquin,654,2955,1958,I,0.6142047867854277
fuck u ka kinse <PREV> hahaha,O,JJ,1009,4507,1384,E,0.7172152230319082
ez mmr for u <PREV> ??,O,ORANGE.保罗·扬,1229,5466,1092,I,0.9545134133418687
blur ii,O,Amnesia,277,1137,215,I,0.7542645836301386
=)) <prev> ez es <PREV> gg,O,Kim Chen Un,1376,6029,2138,I,0.9679718939437224
well feed really nigga __slur_flag__ <PREV> no damage,O,thanks volvo,1135,5105,1263,I,0.6013298416664153
fuck you <prev> fuck you <PREV> and wait ok invoker zz,O,R.oUcHtA  ^.........^,2739,11681,1786,E,0.8430344653603759
our carries are worse <PREV> she is buying butterfly..,O,KidDad,48,179,2829,E,0.6776317625468626
this shit slark <prev> octarine alche is noob alche <PREV> just can;t kill,O,spicespicespice,988,4398,1810,E,0.935627594289145
we could gank sf soo easy <prev> no carry vs 2 players <PREV> so fat your know,O,Interpol,2540,10890,3546,I,0.5740724952276048
gg <prev> ez invoker :)) i deserve acommend <PREV> for what?,O,MowMow III,1218,5428,1846,I,0.9146647773360184
wr trash <prev> ez mid <PREV> nice game,O,VV.Tomato,2074,8903,3065,I,0.8971923803477131
fuck,O,laienhaft,2014,8661,389,E,0.999798161897636
"fun playing with this mid,",O,Black.Stena,897,4049,1531,I,0.7040165882052598
?? <prev> xd <PREV> sf mad,O,barelyrobot,1913,8245,489,I,0.5610215260744646
but team wanna fuck me <prev> so what happend? <PREV> lol,O,Crimson Lotus,71,280,1104,E,0.7677528283707618
soo soo very carried <prev> fuck arrows <PREV> yeah lol,O,Sweet Baby RNGeesus,700,3204,1198,E,0.7582676030204796
ez sb <PREV> u lose anyway bro nice farm,O,ZioBlack,2376,10235,854,E,0.6841065497586949
viva perui <prev> 2dedos ez <PREV> ... and their shiti connection,O,Deko The Raging Balloon Zilla,2966,12585,606,E,0.5459823653970134
gg <prev> noob mid <PREV> ggwp,O,Choco314,2302,9834,2058,E,0.898169636693279
gg <prev> ez mid ez bs <PREV> gg,O,Affkiker,2319,9926,2346,I,0.9868429501521743
dont understand why play am if u dont know blink in blink out die fail mana void <prev> ez top.. 2 vs i still ez ez carry.. ez blame <PREV> dont blame,O,baooo,2377,10245,1726,I,0.9330422455447591
noob pudge did i say that? <prev> yes <PREV> nah,O,FuturEEarTH,1457,6457,2214,E,0.523329368102461
it was ez hehe <PREV> gg,O,prof.:),3002,12748,2872,I,0.6012883698159309
still come rosh pit <prev> i suck your pussi <PREV> but sure we can,O,[QB]mohammedfbi63,1504,6658,1871,E,0.6351728428776716
go win doom,O,Aghasa,1449,6416,2690,E,0.5362149092821942
shes so sexy when she ulting <prev> u suck axe <PREV> haha ok,O,Beyond Godlike,1239,5511,2485,E,0.6394634318677351
he got solo kills at the beggining <prev> fuck u dazzle i hate u <PREV> tnx men,O,Lodine,1417,6225,1517,E,0.7332648756292817
ya <prev> i7-9 ez kill hahaha <PREV> as usual,O,会話はもちろん,1933,8324,3166,I,0.7449379947688097
enigma + puck + elder titan i = rape hard for us <prev> mm <PREV> go,O,Premier Pro[Cs6],1750,7573,1084,E,0.5514508186446492
report injoker pls ? guysreport injoker pls <prev> ahahaha gg report injoker wasted effort to support stupid team8 <PREV> end pls,O,GoD,1210,5415,2031,E,0.5578716333155925
lol <prev> i fucking feel great knowing that i cant have a worse team than this <PREV> you were right about wr every game,O,Big Nipps,2374,10231,2332,E,0.8339973108681211
ggwp <PREV> cumback,O,idOL[A],1751,7584,2948,E,0.7013686431460425
ez kid <prev> lol <PREV> ^^,O,Cajun,1338,5863,1485,I,0.9580712848942947
:d <prev> sucking noobs? lol <PREV> yes i can people misclick happens,O,Abgoosht,2967,12597,2025,E,0.5120266341299756
god must kill the noob player <prev> hahah o-9 lina report pls <PREV> players*,O,Dondo,1561,6861,1646,E,0.760784578340264
worse slark ever <prev> slark was shit at bot lol <PREV> lucky rampae,O,hsiangzz,1900,8203,3676,E,0.8285343544988354
ez mmr hahaha <prev> noob elder where are you? <PREV> hahaha,O,DriaN Gaming o_O,1329,5823,2335,E,0.9408041722982801
gg <prev> gg fu spiderman <PREV> :d,O,要聊天还要一LOL,811,3661,1755,E,0.4883977341508372
ez svenb <prev> ejejejej <PREV> well played,O,Zuu,2921,12392,3164,I,0.8455213084564958
gg noobs ez life ez noobs <prev> noob dazzle <PREV> :d eu always gets the last laugh,O,x0x,2190,9381,3066,E,0.9473430380978086
? mjst be <prev> relax bro your typing is a bit shite <PREV> yes it is,O,George Costanza,1656,7255,900,E,0.5959344107527001
? <prev> noob sf user <PREV> baby,O,CLaY,773,3523,2689,E,0.8913474979304971
stil no fucking heal on wd <PREV> kogut kogut?,O,Главпетух,1242,5522,651,E,0.6168615881306404
rage quuiiteerasgx,O,spOuk,1096,4910,1504,I,0.6303891004217733
cant stop the healtrain <prev> ofc not when they focus fucking slardar whiel we got dis ulti and tornado bvlast and a fucking echo we focus slardar lc  go and finish gg these guys dont deserve win get throne <PREV> get throne pls,O,DRUIDZ.Law!,2696,11490,1521,E,0.7205659780399666
 <prev> just jokeing <PREV> i 2 e a 5 6 7 8 9 io ii i2 ie ia i5 i6 i7 i8 i9 2o 2i 22 2e 2a 25 26 27 28 29 eo,O,Infamous,1632,7134,253,I,0.7863108580485908
this pudge is amazing <prev> kill yourself that tree is always out of position <PREV> yup when i had no items fuck face,O,KidDad,48,178,2521,I,0.7544347886619289
ahmed fuck u arab <PREV> ggwp,O,SchuhShine,1615,7058,1454,E,0.6876991349928275
ez coin bro so quiet <prev> why u so quiet <PREV> we lost broi,O,cocodino,1950,8395,2804,I,0.6350551675334226
gege <prev> ez game <PREV> haha,O,MOAZ EL 7LO,1823,7918,2285,I,0.939045227533814
and e fuckin wards <prev> not just 6 sents <PREV> sf sb,O,ritsu,2432,10416,1760,E,0.5330546367812439
ez 25 <prev> we lost <PREV> what,O,菜鸟分身,1995,8587,1507,I,0.8019798041016084
noob? jahjahahajajaja ty puck <prev> all time <PREV> jajjaa,O,Herp of us,312,1337,2730,E,0.5699670495511686
"leave now, without doom we win ggnore <PREV> without doom this game will carry another 6omin just leave xd",O,Faceless.,463,2010,1535,I,0.5952591280772492
this block.,O,Szmata,1532,6753,243,E,0.6522508440416243
for me,O,PoUlicite,2516,10792,1124,E,0.44364452477912925
oh bara what a hero great charge what a difficult play to click on sniper twice <prev> sometimes you have sd and kka sucking your dick sometimes you have lvl7 pudga eominutes in that just skilled ultimate <PREV> i will always suck his dick as long as bara wants his ass,O,Psycho,2095,8984,1791,E,0.8475352041781063
ez spec ez game <prev> i like the vanguard <PREV> hope to see yalnext game,O,YouPorn.#DrLanieLove?,2749,11716,1707,I,0.6897389958689986
in e kills <prev> most fun bracket to play in <PREV> out of ee,O,Nijbu,817,3680,2194,E,0.6284874738855454
wp wp <prev> void dick head <PREV> it will be fun,O,Foxes,1023,4585,2552,E,0.5036652746203972
fucking wake up ur idea <prev> omg help fucking wake up ur idea <PREV> rip aa 272i,O,Tora,1938,8342,1644,E,0.7474284039249651
"yy <prev> you are going to wait , you fuckers <PREV> gg tard",O,☺♥♦♣♠☻,2739,11679,1466,E,0.6291199269365545
faggot <prev> wut? __slur_flag__ <PREV> why u mad kid,O,soy papá,777,3547,2256,I,0.685090476547401
fuck fucking zeus,O,Kirito,2239,9564,1973,E,0.9997056652457013
ftw,O,980,104,390,1797,I,0.5974631747263528
gg <PREV> fu gg,O,Pupi^^,1789,7756,3345,E,0.8519725524619105
why me omg full peruvians briste without first skill <prev> ii7 he bitches to me <PREV> i7?,O,Zero Virus,2490,10691,1198,E,0.5663667400792822
u go for alch and not ta?i omg yall gonna lose <prev> ta is useless against our line up <PREV> oo,O,PGS.ProToPeKe^^,2863,12094,1088,E,0.6263612426650703
ld :d <prev> well if u feed me we cant win this game either with this idiots :d <PREV> :d,O,kek :Q,994,4432,1844,E,0.6971510700470335
ur jst noob <prev> yeah <PREV> look farming for ??,O,"<font face=""ravie"">C O O L",1022,4580,2532,E,0.5987709117204096
u will loose this acc <prev> like u lost ur brain? nice story im waiting loser <PREV> we will see who will smile at last,O,Potato_Chip,2731,11658,1314,E,0.6956468752419124
alive? what the fuck,O,Worldprofi,775,3536,532,E,0.9477144358218648
"you all have faggot heroes and i have to play against you <prev> next time you see sb pick , just leave game oor you can pick sb __slur_flag__ <PREV> and yours is about as autistic as you are.",O,Captain Shitcunt,2919,12369,1051,E,0.6293014754358633
stfu fucking onob invoker <prev> how dare you retard mid ? __slur_flag__ <PREV> blame me ?,O,Exhausted,1276,5657,850,E,0.8479457947061739
gg <prev> fucking <PREV> i feel ya bro,O,Nattybatty,1513,6710,2590,E,0.8161789849977905
lol <prev> go feed please end <PREV> =/,O,_:_:_gary_:_:_,2792,11845,1297,I,0.4606875870561753
ez mmr :) <prev> enjoy the mmr i dont slardar <PREV> they force picked me,O,Pineapple KAMIKAZE,808,3641,-27,I,0.6527872417814353
ez mmr ez ez <prev> ez ez ez ez ez <PREV> what a game,O,DarkAsMatter,445,1926,3297,I,0.9579399011383957
"gg la <prev> boy am i sick of seeing those 2 little cunts __slur_flag__ <PREV> big def pudge ,wp",O,Douxo,1822,7904,1860,E,0.6605088385332746
and this jugger wins fair dota,O,Wuff Wuff,2832,11975,1939,I,0.525337718208379
"fuck ytou guys <PREV> ,,/,,",O,프로 게임,714,3288,3855,E,0.9223887637553013
fuck this wind <prev> thanks mate <PREV> aha,O,Pinoy^^,59,222,1726,E,0.560460758605298
haaha <prev> ez <PREV> gg,O,fuckhead,1095,4908,3209,I,0.5166517775163979
giff more inti tq <prev> ez bot <PREV> ggwp,O,Malicious,1144,5152,2166,I,0.7814761550339454
we got brain <prev> trash talk <PREV> ioni dont reserve ur team,O,BKD_Zee,825,3741,2264,E,0.8165312244353233
kill me team just wanna fuck me <prev> im not into old guys sry <PREV> wtf dude,O,OS_Maestro,71,280,1083,E,0.5793897573186345
ok <prev> mid no ward go go ez clock kill him <PREV> ?,O,Ferdz,332,1405,379,I,0.8207998801653676
. mirana go die,O,pwny,1725,7492,283,I,0.7503050440840926
now i hit like a fucking kitten man,O,Jawn Jawn Jawn,2210,9433,738,E,0.9443029321309462
ez <prev> ez feed ez <PREV> xd,O,jM,1791,7768,3305,I,0.9583107820933792
gg <prev> well shiet nigga __slur_flag__ <PREV> write me pls,O,gusgusgus,1203,5400,2629,E,0.4895586666544168
you fucking serious? <prev> :d <PREV> perfecti,O,?? ????????? ????,2344,10037,-59,E,0.7351262788372595
fuck my life ez predict ez life wp lc predict n throw <prev> ember sad as fuck <PREV> bh who r u trying to prove to counter pick me?,O,FUCKPEENOISES_/_,2423,10379,1879,I,0.752721695955323
rage <PREV> counterpicker get fucked,O,Summer,2459,10520,96,E,0.7083628469609248
ez <prev> ez mid <PREV> axe y wr brutos :(,O,Hikikomoru,2903,12296,3873,I,0.8546741360743423
wtf this idiots report them pls spoil game <prev> zeus wtf bro <PREV> two mins they rc,O,HelmetBoy.,1445,6388,279,E,0.5597814974386711
bot <prev> fuck <PREV> wtf,O,ポール,479,2091,18,E,0.7560202457981863
delete dota pls <prev> who? <PREV> mirana,O,Ragnar Lothbrok,1820,7899,2547,I,0.5918777660761773
shitty childhood <prev> i dont understand y people steal others creeps <PREV> couldnt handle it,O,Ace♠,2538,10872,602,I,0.6134288263079686
needs a bh still loses <prev> stfu trash qop <PREV> now i kno how dendo fel ; ' (,O,mizu <·^(__)---,1228,5463,2260,E,0.7947646913768703
eat a dick annoying jew <prev> n u say unnistal dota hhaha ezz <PREV> you dont have to listen to teamchat aswell,O,infussle,2875,12152,1722,E,0.5799888253274259
you noob <prev> haha am noob go def <PREV> go am push now,O,Yellow Submarine,626,2828,1728,E,0.6093853772252764
pls 9 reports for lion pls report at braindead fucking noob for trying to ruin the game <prev> wp <PREV> gg lion,O,eldaR,2411,10338,2002,E,0.8212643849227901
oh shit,O,ChiefBoss99,2204,9426,688,E,0.9703993154105837
ทำ <prev> gay hero <PREV> me,O,3800,2155,9241,2478,E,0.7024823940987864
gg sf ocatarine alch is the new meta too stronk see? <prev> shame sven shame <PREV> pls stop talking io deathsi,O,Mister 305!,212,889,2789,E,0.5788775477886813
mid,O,Baby.Camille,1745,7552,981,I,0.5098314854641909
u shut the fuck up fucking stupid shit <prev> u say end but u keep playing idiot <PREV> if u have this team u will do the,O,EIS,1451,6424,1942,E,0.9805573486028467
ty ty to take me mid <prev> noob hahaha <PREV> i mid,O,Agito Wanijima,1849,8026,1872,E,0.4560476170240591
ggwp <prev> ez katka <PREV> lol,O,Aaon|ArtShow|,2266,9666,2556,I,0.9410015905046848
haha dont def pls <prev> fuck aegis hahaha noob <PREV> wp,O,Im Just Fucking Noobody,1194,5379,4045,E,0.706016504621646
no <prev> fuck your english <PREV> did u hear something idiot its not noise man,O,s i c k e n s m e   . ! .,2240,9568,1968,E,0.7590886926833051
ez noob <prev> ez noov noob <PREV> ty pro,O,HOHOHO,1406,6184,2831,I,0.9375826559535023
noobs <prev> you okaty bro?i <PREV> ｒａｍｐａｇｅ,O,ｗｈｏ　ｃａｒｅａｓ�,2480,10640,3110,E,0.48466594404989116
lina suck can we go you want him feed more ah? <prev> w <PREV> yeah,O,in soviet russia,637,2861,332,E,0.7466461495025302
ez ak <prev> gg alche <PREV> professional,O,Romulus,1240,5518,2591,I,0.8358750004922225
"2k mmr but, play like ak gg",O,Flew,851,3855,2088,E,0.6372793174426464
lol i won mid retard <prev> jajaj ez mid __slur_flag__ <PREV> ;),O,Aomine,3001,12737,2706,I,0.7543822692537605
echjo fcuk tesam <prev> ez with slada carry ? hihi <PREV> hihi xd,O,Tora,1938,8342,1690,I,0.8293989253211242
fuck lag,O,Nyvo,125,477,1275,E,0.8089288115597952
ez ez <PREV> deni saduhhsad,O,.FagninhO-,2888,12215,1009,I,0.8821159851632159
ez game <prev> thanks <PREV> wp meepo,O,>>ME<<,1550,6809,2534,I,0.5617267850763265
haha bobb <prev> ez mid <PREV> lucky :dd,O,JUST DONT,2464,10552,699,I,0.7024989535840367
ggwp <prev> ez breeze <PREV> ggwp,O,PourSet,2306,9844,3237,I,0.9959623243513
gg <prev> ez mid <PREV> love this game dota 2,O,Dreddybajs,617,2790,1234,I,0.9425692242730527
viva peru <PREV> viva csmr,O,Daryl Hershel,2765,11770,-29,E,0.6450744900627484
"so fucking what its a game <prev> thats so rude of you, boyz <PREV> he speack with me in phone zz",O,R.oUcHtA  ^.........^,2739,11682,1955,E,0.5771177753128358
? offlane veno solo support rapes u <prev> eat a dick annoying jew <PREV> n u say unnistal dota hhaha ezz,O,RazeItToDLimit,2875,12152,1709,E,0.5935985250642126
haha <prev> fuck me then damn net ik ping on many creeps and clash <PREV> lol,O,7th of August,1498,6625,2825,E,0.6954685138338544
but my mates will aim whoever ill due wp <prev> rubick is useless fuck <PREV> lol mid,O,gandi_Time,449,1951,2335,E,0.6118199389501353
easy mid easy life e29 gpm sf,O,Inaktiv,2849,12053,2317,I,0.8354626833249411
i live fuck you nice aggro dual do it more pub cunts <prev> cant you please stfu __slur_flag__ <PREV> cant you please not go aggro dual,O,Psycho,2352,10109,587,E,0.7981073352709598
"lmao talking shit, and then losing <prev> lol <PREV> gg",O,I AM THE O.G,521,2337,2854,E,0.566845159570158
ahahahahah my team,O,1.11E+24,2797,11875,841,E,0.6176721487266706
ioo what are player,O,HEBEP__HA__MOPE,92,345,902,E,0.5842856519522435
come back lol <prev> yea u p[lay like shit tho <PREV> thought we lost that we did play bad,O,kydlee,1404,6176,3259,E,0.7177884735869433
fuck your mother maybe <prev> im suppose to win <PREV> blame timee,O,Kz,2377,10245,1738,E,0.6570063408004461
it was ez hehe <prev> gg <PREV> gg,O,Dragon-Fury,3002,12748,2872,I,0.5478084469189486
erz dk <prev> erz?? <PREV> blue is single handedly keping your guys in this game,O,Peruanos = maricones,3021,12826,2324,I,0.711527633410157
bara so ez hero <PREV> one day i will hear the lovely sound of fresh meat,O,The Nyakes- Alexithymia,2095,8983,1289,I,0.6596152542658981
haha <PREV> 2k mmr alche xd,O,wow/10 :o CAPTAIN SIANG!,2258,9627,887,E,0.5222202287703965
omni you amke radi in eo nin you can make much better items you lost this game <PREV> gg,O,Trollypops,2985,12670,2971,I,0.5575716105064731
we got fucking raped lol <PREV> gg,O,| RaY |,14,43,1746,E,0.8159174189212112
lol <prev> fuck this team noob riki end it pls <PREV> b ck,O,noobshit21,2126,9120,2523,E,0.9587615677744838
well shiet nigga <prev> write me pls __slur_flag__ <PREV> burden from our carries,O,taste taste taste,1203,5400,2634,E,0.5181019969570757
try hard more plz <PREV> nmore more,O,Evander Hollyshit,2621,11148,2341,E,0.6295258483575854
gg <prev> noob gyro cant play. <PREV> ahahah,O,Bimko,2943,12461,3253,E,0.8320722871779204
just say u are a pussy and need help <prev> this is a standard trilane <PREV> really,O,kazakazzi,656,2974,491,E,0.6087926080991215
shit oy lol that arrow hahaha <PREV> lol,O,`HusndyingNOOB,998,4459,1733,E,0.7539727057093852
ez mid <prev> ez mid <PREV> wanna be core lol,O,EternalEyes,1824,7922,3281,I,0.8411246372432448
i think its gg <prev> ur jst noob <PREV> yeah,O,K e N,1022,4580,2525,E,0.5768959716658895
? <prev> bunch of shit kunts <PREV> gg,O,dieg marty santos vicente's pus,2574,10980,2065,E,0.7937840802560592
a shadow demon farming mid is not sus <prev> ur fucking ded champ <PREV> so are u and e of ur mates,O,Prince Ali,1650,7225,987,E,0.7746293445405124
lol <prev> noob bs <PREV> 2easy,O,LeMniSCaTe,852,3863,2240,E,0.9050314621662656
ty am really commended <prev> jugg calling to report idk why this noob no throw oa and he bark nowaday noob more strong <PREV> don scare,O,DD.NY,1841,7984,815,E,0.5950850609448749
"each day i get more suprised by this game <prev> non steam a min <PREV> omg, look at his steam client",O,8,2307,9845,-44,I,0.5939266664526198
gg na <prev> ez <PREV> end fast,O,Kyo Kasunagi,2372,10222,2223,I,0.4655214751469655
for what?? <prev> for your mom <PREV> rude can u just play the gae game,O,Boostmeister,2811,11932,2357,E,0.700095127309183
fck dis team e core pls mercy <prev> hey doom same name <e <PREV> ups wr i mean <e,O,i could be the one .|/.,1827,7934,-40,E,0.5481519141141658
yuss ggwp <prev> alch o/ie alche o/ie <PREV> :v,O,Ign33L.火竜,2252,9612,2095,I,0.7781252888588328
much 6.2k,O,Rigby,822,3722,1401,I,0.6390918584626695
clock werk u fucking wizard <PREV> gg,O,kellyMONKEYS,1101,4956,3563,E,0.5548451831391136
bubulok mag carry nito potang ina ywa bogo gago idiot noob. fuck youyi <prev> excuse me? <PREV> hahaha,O,I T s   T R U E,446,1932,2080,E,0.7550705739376199
this lag is so bad wt,O,HappyFoot,1084,4867,235,E,0.6898227767540498
noob easy mider <PREV> ,O,lol donkaments,1412,6198,2716,E,0.8422876643465053
rubick i say u u lost <prev> please brood shh u are shit <PREV> ;e <e,O,ニコラス ブラウン,104,391,2238,E,0.5564094684980821
wtf <PREV> singsing on our team wtf,O,Xiaochun Lee,1749,7568,2032,E,0.533674936742814
i fuck you ez <prev> lol you russian retard __slur_flag__ <PREV> blame yep,O,Arthas-,442,1904,2191,E,0.8937824616637872
thanks <prev> gg ez void <PREV> gg,O,<font face=''papyrus''>^_^ Ace,1066,4818,3637,I,0.8139492178631023
so ez midi <prev> ez lol <PREV> dont cryi,O,DUTERTE D PUNISHER,1706,7428,1781,I,0.9929105725343669
pick a lane n push <prev> id rather go to bed gg die of cancer bh piece of shit uninstall fuk off <PREV> gg bed time,O,SEXUALLY ABUSING CATS,2844,12028,1395,E,0.7073893317286563
u talk too much like a girl <prev> wheres my facepalm emote talking when ur legion carry u <PREV> ?,O,DeviL,1855,8054,3438,I,0.6109786932774575
? <prev> aa house got broken in <PREV> we dont give a fuck,O,チャンス,182,753,944,E,0.4937832468710508
worst ud in eu,O,ooh ya allah,1791,7770,3710,E,0.5967739657824578
ez <prev> ez mga bobo <PREV> damn confirmed pinoy,O,Frozen.EilXa,1494,6610,1827,I,0.9023346588920776
just eng our mid is so good holu shitt <PREV> doom player...,O,mcjenizaro,105,395,1269,E,0.7203272333295696
he is so shit look at this am he is so shit <prev> fail lol <PREV> am manta without bf,O,LQD.Sail,858,3883,2277,E,0.8781013298057059
loading <prev> fucking just waitii <PREV> jgn so asik lu anjign,O,Ciyu_Corbek,1859,8064,259,E,0.7458735484901283
gg <prev> jugg won the game <PREV> very stupid,O,•D©•,2136,9179,1972,E,0.6414241879547448
yes play with this tinker and bh <prev> play with monogolian <PREV> i have sniper offlane,O,Red Vex,2895,12255,2478,I,0.6237084647363755
ii,O,Action Kamen,453,1970,2317,I,0.7542645836301386
doom pro ult legion <prev> ez mid ez mmr mid e/ii sem bkb euls i6 min tipical pub mid <PREV> sf with eul hahaha,O,Menphis,2888,12219,1875,I,0.9094015222930182
ekk nvm <prev> idiot sladdar plss report <PREV> lol oie,O,Road To 1k MMR Bitches!!!!,497,2185,5,E,0.6779632894698521
are they peruvian <prev> instead of supporting mer well fuck them i support you guiys noiw <PREV> ill support u buddy,O,DU.shamsalmon,491,2157,1211,E,0.6910627461028291
zz <prev> fck <PREV> this pudge,O,Gray,808,3642,110,E,0.6588440457900031
noob alche <prev> #nukeperu <PREV> i have more gpm,O,Herp of us,312,1337,2802,E,0.897708157773799
rekt <prev> ez mid <PREV> rektkatka,O,micis,849,3844,2912,I,0.9390272356391796
shame sven shame <prev> pls stop talking io deathsi <PREV> support so,O,koozy,212,889,2795,E,0.403174960019524
yeah noob baby picker <prev> gg <PREV> ?,O,i<3SweetiePie=>,773,3523,2686,E,0.755014934752098
im stress <prev> fk this game <PREV> :)),O,I see seem I was ganked,1240,5518,2625,E,0.5777067117127832
fk lah <prev> ez mmr a u guyz <PREV> go its a tie,O,Believe_8_Or_Not,526,2348,563,I,0.8630511827271865
gg lol im noob nice try pa dream on keep dreaming pa lol,O,mushroomgurl10,2569,10970,2238,E,0.5968920235614664
i wonder what the winrate of having alch and aa on one team is,O,Doggey,538,2442,1899,E,0.5996236278458484
doom will kill you <prev> zz fucking rolling <PREV> =.=,O,WP`JerryDong,515,2301,1048,E,0.5936076712438821
eat shit pls <prev> funnycom omni web site <PREV> feedcom pudge website wow that hook,O,腿腿腿腿腿好了,1638,7157,2841,E,0.7321763525310855
hehe <prev> gay bitch <PREV> ahahaha,O,▄︻̷̿┻̿═━一 ===>,773,3515,793,E,0.8305892688148675
"we had 2 idiots with dagon <prev> still cant win, dumb fucks <PREV> can only do so much",O,Cadicus,185,778,2431,E,0.8393691413847745
fuck u 2 <prev> fucking complete shit cunts ee8 mana fuck you silencer __slur_flag__ <PREV> soon i wont have mana you tp,O,1inchWonder,607,2744,1035,E,0.986528586993424
shit poo <prev> gg <PREV> gg,O,VURTNE,1780,7720,3740,E,0.48851170885743994
nice try buddy =d <prev> if my teammates is good i will kick your ass both two of you <PREV> lolololol,O,Cuntelope™,1248,5556,2082,E,0.6455601894685155
ez gold <prev> all of you fuck you <PREV> :d,O,H7,1791,7760,736,E,0.8608397590313279
ez? aa min <prev> jajaja ez jajajaj xd <PREV> hey sf,O,Heey Niks,773,3523,2666,I,0.8719106426272926
ok try hard more,O,•Be Water My friend_^*,2621,11143,-9,E,0.6211211420104265
cuz you you know <prev> yep yep riki pickers suck and fuck off lol <PREV> 5i 28 and soo hard for you,O,Greef,2087,8947,2563,E,0.8799976560499904
somalis has no moneys <prev> fucking fear our mighty lvl i combo <PREV> ty,O,Ѵirtualghost,2476,10618,42,E,0.49405515141564665
we got rekt <prev> we got shit on top <PREV> but you rekt bot,O,STFU and GET CARRIED,375,1591,2341,E,0.5818131276952963
useless lc,O,Yoozëk,1954,8416,1171,I,0.9317500259256588
idiots bad losers i say i come back you just unpause gg enjoy -25 +25 <PREV> )))))))))))))),O,VladUbivashka,2870,12134,2012,E,0.5551600016068013
 much <prev> noob hahahahahha 5k <PREV> ,O,HullCity07,2692,11470,1788,E,0.9414413003220239
this lc noob only dunoe ss mean what <PREV> haha,O,SSR,1066,4807,709,E,0.6891321339149855
wp <prev> stfu go farm all game <PREV> hi? iult edie sad tt;,O,I'm so angry,2308,9863,2139,E,0.6426294318046089
how did i win this game <prev> is fucking dog shit <PREV> rofl,O,Louis Litt,191,811,2720,E,0.7455806472958302
too ez <prev> rege quit ? hw shame <PREV> ak is far,O,OT.xiao步,2396,10299,1710,I,0.7859416322688535
more bash plz a bash in 6 hit,O,aliazarparand,1755,7605,250,E,0.5437831870499271
why are u still defending? <prev> these ppl i play with holy shit <PREV> what does the year have to do with internet connection?,O,Red,2768,11792,871,E,0.6763736545540002
ez <prev> ez? <PREV> u guys are just lucky,O,shortpoorugly,2226,9525,1055,I,0.5837679816668201
rage <prev> counterpicker get fucked <PREV> kek?,O,leveling the arcanas,2459,10520,96,E,0.554368484532435
lol snip says ez worst player <prev> ez win <PREV> gud game,O,creep,266,1085,3507,I,0.9733673818552063
i have viper premuted he say anything xd ? <prev> who knows i muted him fuckin trash <PREV> lol,O,ＵＭＲ,455,1981,1515,E,0.5486296624324144
commed me ty <prev> stupid pa and kunkka <PREV> lol :d,O,~.~,1600,7013,3196,E,0.7082961220485134
no sup here ez game for you i bought courier still no wards,O,Death is my Bitch♥RedPlant,2363,10177,-35,I,0.8306907398153742
fk off,O,#NAME?,1950,8389,1206,E,0.9458509229196238
ahahaha hahahhahhaha <prev> i smell pussy <PREV> get fast i have a date,O,see you again,1669,7274,2050,E,0.4882144657062245
ranked ns idiot <prev> gg only noob ns <PREV> no,O,Alemir,2711,11564,3541,E,0.5763553465090978
so ez xd <prev> ca can u stop complaining? <PREV> :),O,Swatseal,2793,11855,2054,I,0.8176394200168035
blue is single handedly keping your guys in this game <prev> viva peru <PREV> :d tyii,O,Japhy,3021,12826,2326,E,0.6584587345524162
lina ? <prev> tt when you win not when you lose hhaha <PREV> okay,O,````Mmr````booster````,2764,11768,1954,I,0.5229707051759168
a bounces <prev> lool <PREV> my score is sick,O,Ӈoϟϟ†y #3AM,2345,10053,896,I,0.6150278999782303
ur fucking bad <prev> boom hs <PREV> lmao,O,BirdPerson,618,2793,2388,E,0.7145870340015789
trash delete dota plz <prev> ok heheh <PREV> pepet,O,†P.R.O.V.O.K.E†,2094,8977,1481,E,0.5176312863831578
what a noob :d report sf <prev> wow ilu kill him.. <PREV> pl u dotn take ult and next talk aabut i vsi,O,king of the west legend,197,828,2968,E,0.6407097982469346
yup <prev> bitch rly bitch <PREV> love u <e,O,BaDandy,2397,10303,1007,E,0.717252519421593
xdd <prev> ye tusk reported feel free to do the same toxic shit <PREV> agree,O,Natani,1036,4654,2669,E,0.5625722444464355
wjat is that alowed? <prev> stupid exams.. <PREV> my team have been up for a few months now,O,ECO.Nyx,1101,4941,114,E,0.7604533021074116
