x,y,playerId,matchId,conversationId,chatTime,pred,p_toxic
tnx for stack <prev> thanks for free gold mid <PREV> u are ez haha,I,C.O.M.S,2034,8721,1416,O,0.46651904570301495
pls report potm and pudge <prev> can u report pudge and sb? <PREV> ooh look at me i pick bara so ez hero,I,Psycho,2095,8982,1100,A,0.48610252629994977
gg wp av5 guys <prev> thought we had medium bots on <PREV> go to sleep child,I,Red John,1228,5464,2411,O,0.13186220515227437
can report gyro pls <prev> en d <PREV> he said hes lagging so hes feeding wat a peenoys come to play,E,N4RuT()^,451,1956,1299,A,0.1131163057738443
lel ta. xd <prev> u have such low heroes go play league pls <PREV> league uis for kids,I,RazeItToDLimit,2875,12159,3077,O,0.5046028672695924
it will be safe to leave when he dc <prev> lol <PREV> you kids dont have money to play ?,E,November's Chopin,2550,10920,2355,O,0.310519500285228
eh? <prev> pls report wk and medusa <PREV> holyshit cumback,E,[ Profound Darkness ],439,1875,946,A,0.06578921507389338
fu i was afk :>,E,The Town Idiot,2931,12416,1301,A,0.19585686898060295
gg <PREV> gg storm game ruiner,E,SUPERSTAR,2269,9682,2898,O,0.1495141950295848
gg <prev> commend me <PREV> get fucked you useless rat.,E,Earl of Lemongrab,459,1999,2797,A,0.45800989250978885
"do u like cocks, brood?",E,Kiera Vaper,505,2256,1253,O,0.381478793928154
so ill buy whatver <prev> funnily enough <PREV> het some fucken pussy,E,bobby.shaw11,1656,7259,1888,O,0.44658232710836315
nice ult qoup <PREV> you mad?,I,dot dot dot,77,302,1171,O,0.4406616237297386
maybe slark isnt useless maybe hes just a fuckhead <prev> mr i io <PREV> wow fucken do something useful eio,E,SAPR0LING,1557,6827,2479,O,0.3937596013673257
gg <prev> commend add <PREV> fuck carry,E,Lusoegyi,1888,8158,2393,A,0.3104864823745759
psl tell my team tu pouse when some on is dc,E,silent for ever,2836,12012,1465,O,0.3256250999529003
easy sorry as meant for team chat,I,Monster Cat,1223,5445,681,O,0.5142969070727194
hahaha <prev> who couri i report him <PREV> izi katka,I,Zamiel,161,660,1810,A,0.5100187611666753
"just go, he has rest in peace",I,Archangel,2322,9933,844,O,0.1541604144501728
as i said o dmg by agha he farmed the whole game,I,fasteddy,2501,10739,1936,O,0.35008114385928285
it is solo queue man <prev> didnt know that <PREV> guys wtf io min left,E,ＦＡＰＰＹＯＮＥ,2455,10494,1593,O,0.22562591255988584
worth it? <PREV> nob necro,E,hahaha,1595,6999,765,O,0.33945124235060165
oo <prev> ohhii <PREV> you mother,E,-xXx-,802,3636,1045,O,0.32690862151342565
run bitchesi,E,†LeVi†,875,3948,987,O,0.2847053664030302
report axe pls and we leave <prev> done <PREV> my team blame me,I,silent for ever,2836,12008,867,A,0.1015315976446783
i2 deaths after being fed io x seriously <prev> atleast he did something <PREV> you suck dude,E,Craftdinna,1584,6959,2104,O,0.4491411538473488
o 5 report lesh pls,I,VaCuUm_cLeANeR,1126,5069,665,A,0.03243260909657691
gg 5 carries <PREV> its in the fuckin bag :v,E,KoSh :V,287,1201,-39,O,0.2127688580593154
ya <prev> send courier <PREV> i see mirana mood call me b he fuk me wp player,E,Ms.Assists MY,786,3577,1833,O,0.4446143698141042
ok <prev> let the poor man pee <PREV> haha is sf russian,E,dpkg,1559,6840,1988,O,0.27331465819218326
gg wp report mid <prev> o ii <PREV> clinkz 8 deaths,I,D'Exitus,1334,5849,504,A,0.10270707279001212
ese <prev> please report axe <PREV> i have no idea why im still fighting dumb shit axe tbd nubs like this deserve ik,E,DontYellAtMePlz,2645,11295,1658,A,0.3858240797121063
really? lol <prev> h? g? <PREV> restarting modem boy coming in,E,CDEC.garder.DOUYU,1569,6884,3058,A,0.23716827360171336
who talked first? cm alche hahaha <prev> funny how quiet you are <PREV> have you heard me say a word?,I,Cypher,2258,9627,1045,O,0.48001036520063733
ta yo homie maybe you should kill someone else,E,gamefreak111,159,649,2119,O,0.36129232986655513
not in mood rite now <prev> try the 'no damage' <PREV> rofl why u eve typing trash,E,Steve,654,2955,2067,O,0.298004096593872
lol <prev> why? <PREV> i never lose to girls chill,I,asdf,2947,12470,1621,O,0.48015885083460547
yup cant even farm near my own base <PREV> pls report omni..,E,Rayzden,1846,8013,2066,A,0.18564241955258032
nice ember <PREV> fkin ember cannot save vs tinker already tried the best to hook the game,E,Your Mama Jokes,1393,6109,1550,O,0.182350579735228
omg :d <prev> did qop fail guarding bot? <PREV> ggwp hard rock farm dude,E,"<font face=""Segoe Script"">[M]RJ",229,962,2542,O,0.16991244794873656
no tac pause <prev> lag <PREV> e.5k mmr tac pause lmao,I,Headshot Boom,450,1952,1345,A,0.10566264431763711
lucky <prev> ahahahaha <PREV> :d u love my ass?',E,Rtz,2155,9238,1301,O,0.41329897972259766
hhtfu,E,Bosac,2947,12470,1545,O,0.2743592296642789
haha <prev> hahaha weak alche. you cannot beat me paper <PREV> you only run ahhaha,E,Maru,2299,9826,3214,O,0.27986682602006396
<e <prev> effigy lanjiao meepo <PREV> wtf fate,E,DG.DarkDevil™,2396,10301,2156,O,0.26604201971838104
ts issues sorry <prev> sorry boys <PREV> prove it pussy,E,Gencore the vejazzled octopussy,358,1514,-87,O,0.3531820014775245
hahaihah am why you no blink <PREV> gj noob am autism i,E,leasey^,626,2828,1638,O,0.5026235551046474
endead def ? <prev> cannot leh sure die <PREV> lame kin leh dun so noob,E,WOLF,2775,11804,1791,O,0.4858621495365956
report sniper please feed and abuse ty <PREV> ezi es,I,BURN BABY BURn *_*,1376,6026,1766,A,0.2637810256910277
rip <prev> worth 5oos <PREV> yea keep talking trash talk,E,OZAELAH,318,1361,1469,O,0.6041534062816649
thx for the game <prev> close game <PREV> hey venge you mad,I,CDEC.garder.Taobao,762,3472,2168,O,0.23711879162561156
i from japan nippon <e <prev> baka <PREV> i from italy,I,¬¥Dross,2983,12647,1761,O,0.2961727950249843
report centaur please,E,GenuineHybrid,2098,8996,1869,A,0.013746839771879855
gg <prev> u so good yes <PREV> fuking legion report all,E,~Aspyr`,3025,12847,1630,A,0.35095187696670554
nob,E,♥DG.Dragon♥,2396,10299,1653,O,0.48158506717459004
gg absolute fuckhead,E,Andy Salad,503,2227,-272,O,0.18839139696869345
ggwp <PREV> gg kfucking earth ebola picker,E,Narcotix,936,4196,3898,O,0.2122167753553985
wtf,E,Triicky,2992,12685,308,O,0.40656583463422763
all report es <prev> es resume <PREV> dumb fk,E,papa,439,1875,620,A,0.24058351844699272
kappa <PREV> eazz,E,LOL,2876,12164,2661,O,0.16319362726353062
haha <prev> gg <PREV> gg newbs ez techies,I,Foxes,1023,4585,2612,O,0.46905875010060877
go and die in a hole <prev> pls report potm and pudge <PREV> can u report pudge and sb?,E,Razvi04,2095,8982,1094,A,0.05314098099362978
goddamn ive spent half this game dead i swear <prev> lol <PREV> i raped lina countless times,E,DXTY. S.J,1586,6966,3237,O,0.4612386731082945
bet more plz not enuf bet more plz qop 2k,I,CurZeD_,1884,8141,-50,O,0.5140684518826384
just can;t kill <prev> anyone <PREV> yeyah slark is really bad,I,< blank >,988,4398,1834,O,0.509805862598982
af mi rampage =s √áfuck slardar,E,‚ô•Saya‚Ä†(„ÉØ„Ç∑),3026,12850,1377,O,0.3124051288378459
pls report sf he deserves low priority,I,[HNIC] Ragnar,197,825,533,A,0.13089722103863863
so the weather... <prev> just a sec <PREV> sucks,E,Poochie,1216,5424,75,O,0.32701651294331896
bitach,E,NAVI.IG,1803,7848,245,O,0.2743592296642789
creatyre <prev> report me but report lion too thanks for ruining game on purpose all i want form this pathetic game <PREV> report him for fuck sake,E,standin.I-_-I£ÇtOr.Atiman,2411,10342,2700,A,0.25638945866910157
hahaha <prev> sadist <PREV> i wanna playa proper game sf understands,I,Habibi,2698,11496,2246,O,0.28883324604452626
sad np <prev> hahahahaha <PREV> sad you too noob all,E,[L]ancelot_X,447,1941,2863,O,0.5612499258848852
first time es <prev> like my boyfriend did when he penetrated me for the first time <PREV> games easier when u fed,I,[Ninja]Menchi,755,3446,-16,O,0.19659024648175166
7-aug <prev> u cant even have cs <PREV> what a joke,E,Master Mind Gaming,187,798,2319,O,0.39585438871166223
rc <PREV> just chill mate fuck relax stop getting all aggressive on me relax,E,bomberman,1222,5442,701,O,0.34278993082470005
stop dota pinoys <prev> hes gonna suicide over a game.. sad <PREV> haha i think you are pinoy too,E,L. Lawliet,1526,6746,2671,O,0.4491412167289975
im paper sht,E,*Kenz-Wars*,1669,7276,2363,O,0.41397998525846597
think ragequit or he coming back,I,Dies Irae,847,3826,384,O,0.23385559513691506
sorry clinkz))o <prev> gg wp report mid <PREV> o ii,I,kem1ron,1334,5849,491,A,0.11029594854780155
that game guys can you shut up a fw <prev> few minute <PREV> hmm if i have more report tickect i would be happy report him,E,That why i lose!!,482,2114,2385,A,0.3036592631553329
write courier feed <prev> o/a tiny ok <PREV> we give him mid but man so bad man i stay vs ds what i must have>? say me plz,E,Misa,980,4361,971,O,0.47464454912030507
lag <prev> wait him respawn we pause ... god cant understand simple english bro <PREV> he dead anyways,I,1738,2449,10466,1652,A,0.1265615435304922
